Rang,Etablissement,Commune,Note,Filière,Texte
16,Paul Valéry,Paris 12e,"11,3",MPI,"Cet établissement public a présenté 27 candidats en MPI en 2023. Leur moyenne au bac est estimée à 14,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Télécom Paris : 2
	- Ecole centrale de Lille : 1
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1
	- Ensimag : 1
	- Enseeiht : 1"
18,Carnot,Dijon,11,MPI,"Cet établissement public a présenté 26 candidats en MPI en 2023. Leur moyenne au bac est estimée à 15,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ensta Paris : 1
	- Mines Nancy : 1
	- Ensimag : 4"
19,Victor Hugo,Besançon,"10,8",MPI,"Cet établissement public a présenté 25 candidats en MPI en 2023. Leur moyenne au bac est estimée à 15,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Rennes : 1
	- Enac : 1
	- Ensimag : 1
	- Télécom SudParis : 1"
20,Gay-Lussac,Limoges,"10,7",MPI,"Cet établissement public a présenté 20 candidats en MPI en 2023. Leur moyenne au bac est estimée à 16,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ensta Paris : 1
	- IMT Atlantique : 1
	- Télécom SudParis : 1"
20,Henri Wallon,Valenciennes,"10,7",MPI,"Cet établissement public a présenté 18 candidats en MPI en 2023. Leur moyenne au bac est estimée à 15,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- CentraleSupélec : 1
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1"
22,Franklin Roosevelt,Reims,"10,4",MPI,"Cet établissement public a présenté 27 candidats en MPI en 2023. Leur moyenne au bac est estimée à 14,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1
	- Ensimag : 1
	- Enseeiht : 1"
22,Louis Thuillier,Amiens,"10,4",MPI,"Cet établissement public a présenté 26 candidats en MPI en 2023. Leur moyenne au bac est estimée à 15,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- CentraleSupélec : 1"
24,Charles Coeffin,Baie-Mahault,10,MPI,"Cet établissement public a présenté 17 candidats en MPI en 2023. Leur moyenne au bac est estimée à 13,6 sur 20."
24,Colbert,Tourcoing,10,MPI,"Cet établissement public a présenté 15 candidats en MPI en 2023. Leur moyenne au bac est estimée à 15,2 sur 20."
1,Sainte-Geneviève,Versailles,20,PC,"Cet établissement privé a présenté 123 candidats en PC en 2023. Leur moyenne au bac est estimée à 19,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Ulm : 1
	- ENS Paris-Saclay : 2
	- Ecole polytechnique : 44
	- Mines Paris : 5
	- CentraleSupélec : 31
	- Ponts ParisTech : 5
	- Télécom Paris : 4
	- Ensta Paris : 1
	- Isae-Supaero : 1
	- Ensae : 2
	- ESPCI : 4
	- Centrale Nantes : 5
	- IMT Atlantique : 2
	- Mines Nancy : 1
	- Arts et Métiers : 1
	- Ensta Bretagne : 1
	- Centrale Méditerranée : 3
	- Ecole de l'Air et de l'Espace : 1"
2,Henri IV,Paris 5e,"19,3",PC,"Cet établissement public a présenté 43 candidats en PC en 2023. Leur moyenne au bac est estimée à 18,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Ulm : 2
	- ENS de Lyon : 2
	- ENS Paris-Saclay : 1
	- Ecole polytechnique : 12
	- Mines Paris : 2
	- CentraleSupélec : 4
	- Ponts ParisTech : 2
	- Ensta Paris : 1
	- Ecole centrale de Lyon : 2
	- Isae-Supaero : 1
	- ESPCI : 6
	- Mines Nancy : 2
	- Chimie ParisTech : 2"
3,Aux Lazaristes,Lyon 5e,"17,9",PC,"Cet établissement privé a présenté 42 candidats en PC en 2023. Leur moyenne au bac est estimée à 18,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Ulm : 1
	- Ecole polytechnique : 9
	- Mines Paris : 3
	- CentraleSupélec : 7
	- Ponts ParisTech : 1
	- Isae-Supaero : 3
	- ESPCI : 2
	- Centrale Nantes : 3
	- Ecole centrale de Lille : 1
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1
	- Chimie ParisTech : 3
	- Enac : 1
	- Centrale Méditerranée : 1"
4,Stanislas,Paris 6e,"17,2",PC,"Cet établissement privé a présenté 98 candidats en PC en 2023. Leur moyenne au bac est estimée à 17,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Ulm : 1
	- Ecole polytechnique : 19
	- Mines Paris : 1
	- CentraleSupélec : 20
	- Ponts ParisTech : 3
	- Télécom Paris : 6
	- Ensta Paris : 4
	- Ecole centrale de Lyon : 2
	- ESPCI : 1
	- Centrale Nantes : 2
	- Ecole centrale de Lille : 2
	- IMT Atlantique : 2
	- Chimie ParisTech : 3
	- Ensimag : 1
	- Phelma : 1
	- Télécom SudParis : 1
	- Arts et Métiers : 2
	- Ensta Bretagne : 1
	- Centrale Méditerranée : 1
	- Ecole Navale : 1"
5,Louis Le Grand,Paris 5e,"16,9",PC,"Cet établissement public a présenté 115 candidats en PC en 2023. Leur moyenne au bac est estimée à 18,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Ulm : 3
	- ENS de Lyon : 3
	- ENS Paris-Saclay : 2
	- Ecole polytechnique : 22
	- Mines Paris : 2
	- CentraleSupélec : 13
	- Ponts ParisTech : 5
	- Télécom Paris : 3
	- Ensta Paris : 3
	- Ecole centrale de Lyon : 2
	- Isae-Supaero : 1
	- ESPCI : 7
	- Centrale Nantes : 2
	- IMT Atlantique : 1
	- Mines Nancy : 1
	- Chimie ParisTech : 4
	- Arts et Métiers : 2
	- Ensta Bretagne : 1
	- Centrale Méditerranée : 3"
6,Hoche,Versailles,"15,4",PC,"Cet établissement public a présenté 86 candidats en PC en 2023. Leur moyenne au bac est estimée à 17,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Ulm : 1
	- Ecole polytechnique : 3
	- Mines Paris : 1
	- CentraleSupélec : 11
	- Ponts ParisTech : 5
	- Télécom Paris : 1
	- Ensta Paris : 3
	- Ecole centrale de Lyon : 6
	- Isae-Supaero : 3
	- ESPCI : 4
	- Centrale Nantes : 4
	- Ecole centrale de Lille : 2
	- IMT Atlantique : 3
	- Mines Nancy : 1
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1
	- Chimie ParisTech : 1
	- Enac : 1
	- Phelma : 1
	- Télécom SudParis : 4
	- Arts et Métiers : 2
	- ESTP : 4
	- Ensta Bretagne : 2
	- Centrale Méditerranée : 1"
6,Louis Pasteur,Neuilly-sur-Seine,"15,4",PC,"Cet établissement public a présenté 80 candidats en PC en 2023. Leur moyenne au bac est estimée à 16,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS de Lyon : 2
	- Ecole polytechnique : 4
	- Mines Paris : 1
	- CentraleSupélec : 13
	- Ponts ParisTech : 5
	- Télécom Paris : 1
	- Ensta Paris : 1
	- Ecole centrale de Lyon : 3
	- Isae-Supaero : 1
	- ESPCI : 5
	- Centrale Nantes : 3
	- Ecole centrale de Lille : 1
	- IMT Atlantique : 3
	- Mines Nancy : 1
	- Chimie ParisTech : 2
	- Phelma : 2
	- Télécom SudParis : 1
	- Arts et Métiers : 1
	- ESTP : 3
	- Ensta Bretagne : 1
	- Centrale Méditerranée : 1"
8,Michelet,Vanves,"14,9",PC,"Cet établissement public a présenté 36 candidats en PC en 2023. Leur moyenne au bac est estimée à 16,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- Ecole polytechnique : 1
	- Mines Paris : 1
	- CentraleSupélec : 4
	- Ensta Paris : 1
	- Ecole centrale de Lyon : 2
	- ESPCI : 1
	- Centrale Nantes : 4
	- IMT Atlantique : 5
	- Mines Nancy : 1
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1
	- Chimie ParisTech : 1
	- Phelma : 2
	- Ensta Bretagne : 2
	- Ecole Navale : 1"
9,Le Parc,Lyon 6e,"13,8",PC,"Cet établissement public a présenté 117 candidats en PC en 2023. Leur moyenne au bac est estimée à 18,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS de Lyon : 3
	- ENS Paris-Saclay : 1
	- Ecole polytechnique : 6
	- CentraleSupélec : 6
	- Ponts ParisTech : 2
	- Ensta Paris : 1
	- Ecole centrale de Lyon : 2
	- Isae-Supaero : 4
	- ESPCI : 4
	- Centrale Nantes : 2
	- Ecole centrale de Lille : 6
	- IMT Atlantique : 6
	- Mines Nancy : 1
	- Mines Saint-Etienne (via concours Mines-Ponts) : 6
	- Chimie ParisTech : 4
	- Enac : 1
	- Phelma : 1
	- Centrale Méditerranée : 10"
10,Saint-Louis,Paris 6e,"13,6",PC,"Cet établissement public a présenté 165 candidats en PC en 2023. Leur moyenne au bac est estimée à 18 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Ulm : 1
	- ENS de Lyon : 1
	- Ecole polytechnique : 6
	- Mines Paris : 1
	- CentraleSupélec : 13
	- Ponts ParisTech : 3
	- Ensta Paris : 2
	- Ecole centrale de Lyon : 8
	- ESPCI : 5
	- Centrale Nantes : 8
	- Ecole centrale de Lille : 1
	- IMT Atlantique : 4
	- Mines Nancy : 2
	- Mines Saint-Etienne (via concours Mines-Ponts) : 2
	- Chimie ParisTech : 1
	- Enac : 1
	- Phelma : 7
	- Télécom SudParis : 6
	- Arts et Métiers : 2
	- ESTP : 5
	- Ensta Bretagne : 1
	- Centrale Méditerranée : 6
	- Ecole Navale : 2"
11,Blaise Pascal,Orsay,"13,3",PC,"Cet établissement public a présenté 33 candidats en PC en 2023. Leur moyenne au bac est estimée à 16,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- Ecole polytechnique : 1
	- CentraleSupélec : 3
	- IMT Atlantique : 1
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1
	- Chimie ParisTech : 3
	- Télécom SudParis : 2
	- ESTP : 5
	- Ensta Bretagne : 1"
12,Janson de Sailly,Paris 16e,"13,2",PC,"Cet établissement public a présenté 94 candidats en PC en 2023. Leur moyenne au bac est estimée à 16,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ecole polytechnique : 1
	- Mines Paris : 1
	- CentraleSupélec : 6
	- Ponts ParisTech : 3
	- Télécom Paris : 3
	- Ensta Paris : 2
	- Ecole centrale de Lyon : 3
	- Centrale Nantes : 1
	- Ecole centrale de Lille : 5
	- IMT Atlantique : 2
	- Mines Saint-Etienne (via concours Mines-Ponts) : 3
	- Chimie ParisTech : 2
	- Phelma : 1
	- Télécom SudParis : 3
	- ESTP : 10
	- Centrale Méditerranée : 2"
13,Montaigne,Bordeaux,"13,1",PC,"Cet établissement public a présenté 79 candidats en PC en 2023. Leur moyenne au bac est estimée à 17,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 2
	- Ecole polytechnique : 2
	- Mines Paris : 1
	- CentraleSupélec : 2
	- Ensta Paris : 1
	- Ecole centrale de Lyon : 1
	- Isae-Supaero : 1
	- ESPCI : 3
	- Centrale Nantes : 4
	- Ecole centrale de Lille : 1
	- IMT Atlantique : 5
	- Mines Saint-Etienne (via concours Mines-Ponts) : 2
	- Chimie ParisTech : 4
	- Phelma : 3
	- Enseeiht : 2
	- Télécom SudParis : 1
	- ESTP : 2
	- Ensta Bretagne : 2
	- Centrale Méditerranée : 3"
14,Thiers,Marseille 1er,"12,8",PC,"Cet établissement public a présenté 87 candidats en PC en 2023. Leur moyenne au bac est estimée à 16,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Ulm : 1
	- ENS Paris-Saclay : 2
	- Ecole polytechnique : 1
	- CentraleSupélec : 2
	- Ponts ParisTech : 2
	- Télécom Paris : 1
	- Ensta Paris : 1
	- Ecole centrale de Lyon : 3
	- Ensae : 1
	- ESPCI : 3
	- Centrale Nantes : 2
	- Ecole centrale de Lille : 2
	- IMT Atlantique : 3
	- Mines Nancy : 1
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1
	- Enac : 1
	- Phelma : 2
	- Enseeiht : 1
	- Télécom SudParis : 2
	- Arts et Métiers : 1
	- ESTP : 2
	- Centrale Méditerranée : 2
	- Ecole de l'Air et de l'Espace : 1"
15,Clemenceau,Nantes,"12,7",PC,"Cet établissement public a présenté 73 candidats en PC en 2023. Leur moyenne au bac est estimée à 17,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Ulm : 1
	- ENS de Lyon : 3
	- ENS Paris-Saclay : 2
	- CentraleSupélec : 4
	- Ensta Paris : 4
	- Ecole centrale de Lyon : 1
	- ESPCI : 1
	- Centrale Nantes : 1
	- Ecole centrale de Lille : 2
	- IMT Atlantique : 4
	- Chimie ParisTech : 2
	- Ensimag : 1
	- Phelma : 1
	- Centrale Méditerranée : 1"
16,Chaptal,Paris 8e,"12,6",PC,"Cet établissement public a présenté 82 candidats en PC en 2023. Leur moyenne au bac est estimée à 16,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Ulm : 1
	- Mines Paris : 3
	- CentraleSupélec : 1
	- Télécom Paris : 3
	- Ensta Paris : 3
	- ESPCI : 2
	- Centrale Nantes : 2
	- IMT Atlantique : 5
	- Chimie ParisTech : 2
	- Enac : 1
	- Phelma : 1
	- ESTP : 5
	- Centrale Méditerranée : 6"
16,Henri Poincaré,Nancy,"12,6",PC,"Cet établissement public a présenté 74 candidats en PC en 2023. Leur moyenne au bac est estimée à 16,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Ulm : 1
	- ENS de Lyon : 5
	- CentraleSupélec : 4
	- Ensta Paris : 1
	- Isae-Supaero : 2
	- Centrale Nantes : 1
	- Mines Nancy : 3
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1
	- Enac : 1
	- Phelma : 4
	- Enseeiht : 2
	- ESTP : 2
	- Centrale Méditerranée : 1"
18,Lakanal,Sceaux,"12,5",PC,"Cet établissement public a présenté 67 candidats en PC en 2023. Leur moyenne au bac est estimée à 17,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- CentraleSupélec : 1
	- Télécom Paris : 1
	- Ecole centrale de Lyon : 3
	- IMT Atlantique : 4
	- Mines Nancy : 5
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1
	- Phelma : 1
	- Télécom SudParis : 2
	- Arts et Métiers : 1
	- ESTP : 7
	- Centrale Méditerranée : 8"
19,Champollion,Grenoble,"12,4",PC,"Cet établissement public a présenté 80 candidats en PC en 2023. Leur moyenne au bac est estimée à 16,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ecole polytechnique : 3
	- Mines Paris : 1
	- CentraleSupélec : 1
	- Ecole centrale de Lyon : 2
	- Centrale Nantes : 2
	- Ecole centrale de Lille : 1
	- IMT Atlantique : 2
	- Mines Saint-Etienne (via concours Mines-Ponts) : 2
	- Chimie ParisTech : 2
	- Enac : 1
	- Ensimag : 1
	- Phelma : 7
	- Enseeiht : 2
	- ESTP : 1
	- Centrale Méditerranée : 5"
20,Pierre de Fermat,Toulouse,"12,3",PC,"Cet établissement public a présenté 82 candidats en PC en 2023. Leur moyenne au bac est estimée à 18,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- CentraleSupélec : 1
	- Ponts ParisTech : 1
	- Ensta Paris : 2
	- Ecole centrale de Lyon : 1
	- Isae-Supaero : 3
	- Ensae : 1
	- ESPCI : 2
	- Centrale Nantes : 1
	- Ecole centrale de Lille : 1
	- IMT Atlantique : 2
	- Mines Nancy : 2
	- Mines Saint-Etienne (via concours Mines-Ponts) : 2
	- Chimie ParisTech : 4
	- Enac : 1
	- Phelma : 2
	- Enseeiht : 4
	- Centrale Méditerranée : 3
	- ESM Saint-Cyr : 1
	- Ecole de l'Air et de l'Espace : 1"
21,Fénelon,Paris 6e,"12,2",PC,"Cet établissement public a présenté 42 candidats en PC en 2023. Leur moyenne au bac est estimée à 16,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Ulm : 1
	- CentraleSupélec : 1
	- Ensta Paris : 1
	- Ecole centrale de Lyon : 1
	- Ecole centrale de Lille : 1
	- IMT Atlantique : 2
	- Mines Saint-Etienne (via concours Mines-Ponts) : 2
	- Chimie ParisTech : 2
	- Enac : 2
	- Phelma : 2
	- Ensta Bretagne : 1
	- Ecole Navale : 1"
21,Masséna,Nice,"12,2",PC,"Cet établissement public a présenté 89 candidats en PC en 2023. Leur moyenne au bac est estimée à 17,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS Paris-Saclay : 1
	- CentraleSupélec : 2
	- Télécom Paris : 1
	- Isae-Supaero : 1
	- ESPCI : 2
	- Ecole centrale de Lille : 2
	- IMT Atlantique : 6
	- Mines Nancy : 2
	- Chimie ParisTech : 2
	- Enac : 1
	- Phelma : 3
	- Enseeiht : 6
	- Télécom SudParis : 2
	- Arts et Métiers : 1
	- ESTP : 4
	- Ensta Bretagne : 1
	- Centrale Méditerranée : 1
	- Ecole Navale : 1"
21,Paul Cézanne,Aix-en-Provence,"12,2",PC,"Cet établissement public a présenté 65 candidats en PC en 2023. Leur moyenne au bac est estimée à 15,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ecole polytechnique : 2
	- CentraleSupélec : 1
	- Centrale Nantes : 1
	- Ecole centrale de Lille : 2
	- IMT Atlantique : 3
	- Mines Nancy : 1
	- Mines Saint-Etienne (via concours Mines-Ponts) : 2
	- Chimie ParisTech : 2
	- Enac : 2
	- Ensimag : 1
	- Phelma : 1
	- ESTP : 6
	- Centrale Méditerranée : 3
	- Ecole Navale : 1"
24,Chateaubriand,Rennes,"11,9",PC,"Cet établissement public a présenté 75 candidats en PC en 2023. Leur moyenne au bac est estimée à 16,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ecole polytechnique : 1
	- CentraleSupélec : 3
	- Ponts ParisTech : 2
	- Télécom Paris : 1
	- ESPCI : 1
	- Centrale Nantes : 1
	- IMT Atlantique : 2
	- Chimie ParisTech : 1
	- Phelma : 2
	- Télécom SudParis : 2
	- Arts et Métiers : 1
	- Centrale Méditerranée : 6"
24,Fénelon Sainte-Marie,Paris 8e,"11,9",PC,"Cet établissement privé a présenté 35 candidats en PC en 2023. Leur moyenne au bac est estimée à 16,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ensae : 1
	- IMT Atlantique : 2
	- Mines Nancy : 1
	- ESTP : 10
	- Centrale Méditerranée : 1"
26,Buffon,Paris 15e,"11,8",PC,"Cet établissement public a présenté 36 candidats en PC en 2023. Leur moyenne au bac est estimée à 15,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ensta Paris : 1
	- Isae-Supaero : 1
	- IMT Atlantique : 2
	- Enac : 1
	- Enseeiht : 1
	- Arts et Métiers : 1
	- ESTP : 6
	- Centrale Méditerranée : 1"
26,Joffre,Montpellier,"11,8",PC,"Cet établissement public a présenté 82 candidats en PC en 2023. Leur moyenne au bac est estimée à 16,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS de Lyon : 2
	- ENS Paris-Saclay : 2
	- Ecole polytechnique : 1
	- CentraleSupélec : 2
	- Ecole centrale de Lyon : 1
	- ESPCI : 1
	- Centrale Nantes : 1
	- Ecole centrale de Lille : 2
	- Enac : 1
	- Phelma : 2
	- Télécom SudParis : 1
	- Centrale Méditerranée : 6"
28,La Martinière Monplaisir,Lyon 8e,"11,7",PC,"Cet établissement public a présenté 68 candidats en PC en 2023. Leur moyenne au bac est estimée à 16,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Ecole polytechnique : 1
	- CentraleSupélec : 2
	- Ensta Paris : 1
	- Ecole centrale de Lyon : 2
	- ESPCI : 1
	- Centrale Nantes : 1
	- Ecole centrale de Lille : 1
	- Mines Nancy : 3
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1
	- Chimie ParisTech : 2
	- Phelma : 2
	- Centrale Méditerranée : 2
	- Ecole de l'Air et de l'Espace : 1"
29,Faidherbe,Lille,"11,6",PC,"Cet établissement public a présenté 66 candidats en PC en 2023. Leur moyenne au bac est estimée à 17,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ENS de Lyon : 1
	- Ensta Paris : 1
	- Ecole centrale de Lyon : 1
	- IMT Atlantique : 2
	- Mines Nancy : 1
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1
	- Phelma : 1
	- Enseeiht : 1
	- Télécom SudParis : 2
	- Arts et Métiers : 1
	- ESTP : 6
	- Ensta Bretagne : 2
	- Centrale Méditerranée : 2"
29,Kléber,Strasbourg,"11,6",PC,"Cet établissement public a présenté 76 candidats en PC en 2023. Leur moyenne au bac est estimée à 16,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- CentraleSupélec : 5
	- Ensta Paris : 1
	- ESPCI : 1
	- Ecole centrale de Lille : 2
	- IMT Atlantique : 1
	- Mines Nancy : 3
	- Phelma : 1
	- ESTP : 1
	- Ensta Bretagne : 1
	- Centrale Méditerranée : 4"
29,Saliège,Balma,"11,6",PC,"Cet établissement privé a présenté 64 candidats en PC en 2023. Leur moyenne au bac est estimée à 15,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- CentraleSupélec : 1
	- Télécom Paris : 1
	- Ecole centrale de Lyon : 1
	- Centrale Nantes : 2
	- Ecole centrale de Lille : 2
	- IMT Atlantique : 2
	- Mines Saint-Etienne (via concours Mines-Ponts) : 1
	- Chimie ParisTech : 1
	- Enac : 1
	- Enseeiht : 2
	- Télécom SudParis : 1
	- Arts et Métiers : 1
	- Ensta Bretagne : 1
	- Centrale Méditerranée : 3"
